code,parent,urn,name#es,name#en,name#ca,description#es,description#en,description#ca
141,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).141,Choco o sepia (Sepia officinalis),,,,,
142,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).142,Cobia (Rachycentron canadum),,,,,
143,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).143,Lamprea (Petromyzun marinus),,,,,
144,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).144,Oreja de mar o Abalón (Haliotis tuberculata),,,,,
145,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).145,Camarón Báltico (Palaemon adspersus),,,,,
146,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).146,Camarón o esquila (Palaemon elegans),,,,,
147,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).147,Abejorros (Bombus terrestris),,,,,
148,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).148,Garra Rufa (Pez doctor),,,,,
150,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).150,"Erizo de mar (Paracentrotus,Echinocarduium, otras)",,,,,
151,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).151,Ortiguillas (Anemonia sulcata),,,,,
152,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).152,Vargula hilgendorfii,,,,,
153,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).153,Centolla (Maja squinado),,,,,
154,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).154,Nécora (Necora púber),,,,,
155,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).155,Caballito de mar (Hippocampus guttulatus),,,,,
156,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).156,Pez espinoso (Gasterosteus aculeatus),,,,,
157,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).157,Esturión esterlete (Acipenser ruthenus),,,,,
158,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).158,Lubrigante (Homarus gammarus),,,,,
159,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).159,Santiaguiño (Scyllarus arctus),,,,,
160,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).160,Cyprinodon variegatus,,,,,
161,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).161,Berberecho birollo (Cerastoderma glaucum),,,,,
162,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).162,Medusas,,,,,
163,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).163,Lampuga (Coryphaena hippurus),,,,,
164,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).164,"Pepino de mar (Holothuria Forskali, Aslia Lefevrei)",,,,,
165,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).165,Moluscos bivalvos (Polititapes rhomboides y otros),,,,,
166,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).166,"Caracoles (Littorina Fabalis, Littorina Saxatalis)",,,,,
167,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).167,Estrellas de mar (Marthasterias Glacialis),,,,,
168,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).168,Moluscos gasterópodos_Lapas (Patella spp y otras),,,,,
169,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).169,Ostra portuguesa (Crassostrea angulata),,,,,
200,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).200,Animales de experimentación,,,,,
201,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).201,Ratones (Mus musculus),,,,,
202,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).202,Ratas (Rattus norvegicus),,,,,
203,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).203,Cobayas (Cavia porcelus),,,,,
204,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).204,Hámsters dorado (Mesocricetus auratus),,,,,
205,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).205,Hamster chino (Cricetus griseus),,,,,
206,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).206,Hamster europeo (Cricetus cricetus),,,,,
207,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).207,Jerbos (Meriones unguiculatus),,,,,
208,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).208,Lorisiformes,,,,,
209,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).209,Lemuriformes,,,,,
210,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).210,Chiromyiformes,,,,,
211,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).211,Titíes (Callithrix spp),,,,,
212,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).212,Tamarinos (Saguinus spp),,,,,
213,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).213,Saimiri de capucha negra (S.sc.boliviensis),,,,,
214,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).214,Saimiri oliva (S.sc.sciureus),,,,,
215,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).215,Otros platirrinos (Ceboidea),,,,,
216,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).216,Macaco rhesus (Macaca mulata),,,,,
217,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).217,Macaco cangrejero (Macaca fascicularis),,,,,
224,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).224,Otros Catarrinos (Cercopitheciodea),,,,,
225,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).225,Chimpancé común (Pan troglodytes),,,,,
226,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).226,Chimpancé pigmeo/bonobo (Pan paniscus),,,,,
227,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).227,Gorila occidental (Gorilla gorilla),,,,,
228,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).228,Gorila oriental (Gorilla beringei),,,,,
229,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).229,Orangután de Borneo (Pongo pygmaeus),,,,,
230,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).230,Orangután de Sumatra (Pongo abelii),,,,,
231,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).231,Gibones (Hylobatidae),,,,,
232,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).232,Hurones (Mustela putoris furo),,,,,
233,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).233,Otros carnívoros (Carnivora),,,,,
235,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).235,Cerdo enano vietnamita (Sus escrofa),,,,,
236,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).236,Otros cerdos (Sus),,,,,
237,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).237,Otros mamíferos (Mammmalia),,,,,
238,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).238,Codorniz norteña,,,,,
239,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).239,Perdiz californiana,,,,,
240,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).240,Codorniz china,,,,,
241,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).241,Pato criollo (Carina Moschata),,,,,
242,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).242,Diamante mandarín (Taeniopygia guttata),,,,,
243,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).243,Otras aves,,,,,
244,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).244,Tuataras (Rhyncocephalia),,,,,
245,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).245,Lagartos y Serpientes (Squamata),,,,,
246,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).246,Tortugas (Chelonia),,,,,
247,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).247,Rana africana de uñas (Xenopus laevis),,,,,
248,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).248,Xenopus tropicalis,,,,,
249,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).249,Rana temporaria,,,,,
250,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).250,Rana pipiens,,,,,
251,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).251,Otros anuros (Anura),,,,,
252,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).252,Salamandras y tritones (Urodelos),,,,,
253,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).253,Cecilias (Gimnofiones),,,,,
254,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).254,Arenque (Clupea spp.),,,,,
255,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).255,"Bacalao del Atlántico (Gadus morhua),",,,,,
256,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).256,Bacalao del Pacífico (Gadus macrocephalus),,,,,
257,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).257,Coregonos (Coregonus sp.),,,,,
258,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).258,Eglefino (gadus aeglefinus),,,,,
259,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).259,Espadín (Sprattus sprattus),,,,,
260,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).260,Fletán (Hippoglossus Hyppoglossus),,,,,
261,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).261,Género Catla,,,,,
262,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).262,Género Channa,,,,,
263,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).263,Género Labeo,,,,,
264,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).264,Género Mastacembelus,,,,,
265,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).265,Género Puntius,,,,,
266,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).266,Género Trichogaster,,,,,
267,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).267,Lucio (Esox lucius),,,,,
268,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).268,Mollareta (Onos mustelus),,,,,
269,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).269,Perca (Perca fluviatilis),,,,,
270,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).270,Pez cebra (Danio rerio),,,,,
271,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).271,Pez gato africano (Clarias gariepinus),,,,,
272,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).272,Salmón amago (Oncorhynchus rhodurus),,,,,
274,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).274,Salmón coho (Oncorhynchus kisutch),,,,,
276,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).276,Salmón del Pacífico (Oncorhynchus ssp),,,,,
277,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).277,Salmón keta (Onchorynchus keta),,,,,
278,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).278,Salmón masou (Oncorhynchus masnou),,,,,
279,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).279,Salmón rojo (Oncorhynchus nerka),,,,,
280,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).280,Tímalo (Thymallus thymallus),,,,,
281,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).281,Otros peces,,,,,
282,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).282,Medaka (Oryzias latipes),,,,,
283,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).283,Otros cefalópodos,,,,,
284,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).284,Cabra montés,,,,,
285,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).285,Mamíferos acuáticos,,,,,
286,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).286,Otros herbívoros,,,,,
287,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).287,Mamíferos voladores,,,,,
288,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).288,Cocodrilianos,,,,,
289,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).289,Rinocéfalos,,,,,
290,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).290,Úrsidos,,,,,
291,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).291,Aves rapaces,,,,,
292,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).292,Artrópodos,,,,,
293,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).293,Aves psitaciformes,,,,,
294,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).294,Otros omnívoros,,,,,
295,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).295,Cebo vivo,,,,,
300,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).300,"Varios moluscos de centros de expedición, depuración y similares",,,,,
301,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).301,Gacela de Cuvier o del Atlas (Gazella cuvieri),,,,,
302,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).302,Gacela común o dorcas (Gazella dorcas),,,,,
303,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).303,"Gacela dama, mor, o adra (Gazella dama)",,,,,
304,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).304,Gacela arábiga o índica (Gazella gazella),,,,,
305,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000).305,Arrui (Ammotragus lervia),,,,,
_N,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000)._N,Sin respuesta,Non response,,Fallo al obtener la medida en una o más variables de estudio para uno o más elementos de una encuesta.,Failure to obtain a measurement on one or more study variables for one or more elements in a survey.,
_O,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000)._O,Otro,Other,,"Usado para identificar información residual no contenida en otras categorías de la clasificación (en algunos contextos, por ejemplo en las clasificaciones, se hace referencia a estos datos como no especificados en otra parte, no clasificados en otra parte, etc.)","Used to cover residual information not contained in other categories of the code list (in some contexts, e.g. classifications, referred to as n.e.s., not elsewhere specified, n.e.c., not elsewhere classified, etc.)",
_U,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000)._U,Desconocido,No data/unknown,,"Fallo al obtener un dato (por ejemplo: sin respuesta, dato no disponible, información desconocida por el encuestado, etc.)","Failure to obtain a measurement (e.g. non response, no data available, information not known by the respondent unit, etc.)",
_X,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000)._X,No codificable,Not allocated/unspecified,,"Se usa cuando el valor de una variable cae por debajo del rango esperado. Por ejemplo, se podría usar para un dato del que no se tiene suficiente información y no se le puede asignar una clasificación.","Used where the value for a particular variable falls outside the expected range. An example could be the failure to allocate a classification to a particular unit due to insufficient information, and/or if further breakdown over any related items mentioned in code list not available.",
_Z,,urn:sdmx:org.sdmx.infomodel.codelist.Code=ISTAC:CL_REGAC_ESPECIES(01.000)._Z,No aplicable,Not applicable,,"Se usa en los casos en los que la codificación de un concepto es técnicamente requerida (dimensión o atributo obligatorio), pero no tiene significado estadístico para una serie u observación específica.","Used in cases where the coding of a concept is technically required (dimension or mandatory attribute), but does not have a statistical meaning for a specific series or observation.",
